date,time,obs
04/04/2019,1280,0
05/04/2019,1281,0
06/04/2019,1282,0
07/04/2019,1283,0
08/04/2019,1284,0
09/04/2019,1285,0
10/04/2019,1286,0
11/04/2019,1287,0
12/04/2019,1288,0
13/04/2019,1289,0
14/04/2019,1290,0
15/04/2019,1291,0
16/04/2019,1292,0
17/04/2019,1293,0
18/04/2019,1294,0
19/04/2019,1295,0
20/04/2019,1296,0
21/04/2019,1297,0
22/04/2019,1298,0
23/04/2019,1299,0
24/04/2019,1300,0
25/04/2019,1301,0
26/04/2019,1302,0
27/04/2019,1303,0
28/04/2019,1304,0
29/04/2019,1305,0
30/04/2019,1306,0
01/05/2019,1307,0
02/05/2019,1308,0
03/05/2019,1309,0
04/05/2019,1310,0
05/05/2019,1311,0
06/05/2019,1312,0
07/05/2019,1313,0
08/05/2019,1314,0
09/05/2019,1315,0
10/05/2019,1316,0
11/05/2019,1317,0
12/05/2019,1318,0
13/05/2019,1319,0
14/05/2019,1320,0
15/05/2019,1321,0
16/05/2019,1322,0
17/05/2019,1323,0
18/05/2019,1324,0
19/05/2019,1325,0
20/05/2019,1326,0
21/05/2019,1327,0
22/05/2019,1328,0
23/05/2019,1329,0
