"","median","vector_days","Temperature"
"X2018.05.15.10.00.00","292.7153",2018-05-15,19.5653
"X2018.05.16.10.00.00","293.7376",2018-05-16,20.5876
"X2018.05.17.10.00.00","294.5226",2018-05-17,21.3726
"X2018.05.18.10.00.00","293.2745",2018-05-18,20.1245
"X2018.05.19.10.00.00","293.2631",2018-05-19,20.1131
"X2018.05.20.10.00.00","289.3921",2018-05-20,16.2421000000001
"X2018.05.21.10.00.00","292.2865",2018-05-21,19.1365
"X2018.05.22.10.00.00","292.9005",2018-05-22,19.7505
"X2018.05.23.10.00.00","293.3928",2018-05-23,20.2428
"X2018.05.24.10.00.00","294.5732",2018-05-24,21.4232
"X2018.05.25.10.00.00","294.3346",2018-05-25,21.1846
"X2018.05.26.10.00.00","294.1337",2018-05-26,20.9837
"X2018.05.27.10.00.00","294.2270",2018-05-27,21.077
"X2018.05.28.10.00.00","294.0767",2018-05-28,20.9267
"X2018.05.29.10.00.00","291.6974",2018-05-29,18.5474
"X2018.05.30.10.00.00","290.8126",2018-05-30,17.6626
"X2018.05.31.10.00.00","289.2325",2018-05-31,16.0825
"X2018.06.01.10.00.00","289.7412",2018-06-01,16.5912
"X2018.06.02.10.00.00","289.4876",2018-06-02,16.3376
"X2018.06.03.10.00.00","290.8304",2018-06-03,17.6804
"X2018.06.04.10.00.00","288.8229",2018-06-04,15.6729
"X2018.06.05.10.00.00","289.1770",2018-06-05,16.027
"X2018.06.06.10.00.00","290.3837",2018-06-06,17.2337
"X2018.06.07.10.00.00","291.2849",2018-06-07,18.1349
"X2018.06.08.10.00.00","291.4708",2018-06-08,18.3208
"X2018.06.09.10.00.00","291.3027",2018-06-09,18.1527
"X2018.06.10.10.00.00","291.8448",2018-06-10,18.6948
"X2018.06.11.10.00.00","290.5397",2018-06-11,17.3897
"X2018.06.12.10.00.00","290.3317",2018-06-12,17.1817
"X2018.06.13.10.00.00","290.6858",2018-06-13,17.5358
"X2018.06.14.10.00.00","290.2890",2018-06-14,17.139
"X2018.06.15.10.00.00","289.8252",2018-06-15,16.6752
"X2018.06.16.10.00.00","288.9433",2018-06-16,15.7933
"X2018.06.17.10.00.00","289.1100",2018-06-17,15.96
"X2018.06.18.10.00.00","291.5513",2018-06-18,18.4013
"X2018.06.19.10.00.00","292.1583",2018-06-19,19.0083
"X2018.06.20.10.00.00","291.7707",2018-06-20,18.6207
"X2018.06.21.10.00.00","292.3342",2018-06-21,19.1842
"X2018.06.22.10.00.00","292.6548",2018-06-22,19.5048
"X2018.06.23.10.00.00","292.4795",2018-06-23,19.3295
"X2018.06.24.10.00.00","292.6149",2018-06-24,19.4649
"X2018.06.25.10.00.00","292.3378",2018-06-25,19.1878
"X2018.06.26.10.00.00","291.1980",2018-06-26,18.048
"X2018.06.27.10.00.00","290.5283",2018-06-27,17.3783
"X2018.06.28.10.00.00","291.7394",2018-06-28,18.5894
"X2018.06.29.10.00.00","291.0071",2018-06-29,17.8571
"X2018.06.30.10.00.00","291.7422",2018-06-30,18.5922
"X2018.07.01.10.00.00","291.2970",2018-07-01,18.147
"X2018.07.02.10.00.00","286.0888",2018-07-02,12.9388
"X2018.07.03.10.00.00","285.3508",2018-07-03,12.2008
"X2018.07.04.10.00.00","285.9385",2018-07-04,12.7885
"X2018.07.05.10.00.00","287.8655",2018-07-05,14.7155
"X2018.07.06.10.00.00","287.5813",2018-07-06,14.4313
"X2018.07.07.10.00.00","288.2452",2018-07-07,15.0952
"X2018.07.08.10.00.00","289.3031",2018-07-08,16.1531
"X2018.07.09.10.00.00","286.8489",2018-07-09,13.6989
"X2018.07.10.10.00.00","289.5852",2018-07-10,16.4352
"X2018.07.11.10.00.00","290.6017",2018-07-11,17.4517
"X2018.07.12.10.00.00","291.0462",2018-07-12,17.8962
"X2018.07.13.10.00.00","291.1923",2018-07-13,18.0423
"X2018.07.14.10.00.00","287.3547",2018-07-14,14.2047
"X2018.07.15.10.00.00","286.0105",2018-07-15,12.8605
"X2018.07.16.10.00.00","287.2785",2018-07-16,14.1285
"X2018.07.17.10.00.00","288.1376",2018-07-17,14.9876
"X2018.07.18.10.00.00","288.4496",2018-07-18,15.2996
"X2018.07.19.10.00.00","288.9590",2018-07-19,15.809
"X2018.07.20.10.00.00","288.9219",2018-07-20,15.7719
"X2018.07.21.10.00.00","289.4705",2018-07-21,16.3205
"X2018.07.22.10.00.00","289.7276",2018-07-22,16.5776
"X2018.07.23.10.00.00","290.3652",2018-07-23,17.2152
"X2018.07.24.10.00.00","290.9073",2018-07-24,17.7573
"X2018.07.25.10.00.00","291.5000",2018-07-25,18.35
"X2018.07.26.10.00.00","291.7800",2018-07-26,18.63
"X2018.07.27.10.00.00","291.8192",2018-07-27,18.6692
"X2018.07.28.10.00.00","293.1520",2018-07-28,20.002
"X2018.07.29.10.00.00","293.9021",2018-07-29,20.7521
"X2018.07.30.10.00.00","293.7205",2018-07-30,20.5705
"X2018.07.31.10.00.00","293.8843",2018-07-31,20.7343
"X2018.08.01.10.00.00","294.2441",2018-08-01,21.0941
"X2018.08.02.10.00.00","292.5672",2018-08-02,19.4172
"X2018.08.03.10.00.00","293.0993",2018-08-03,19.9493000000001
"X2018.08.04.10.00.00","294.4165",2018-08-04,21.2665
"X2018.08.05.10.00.00","292.5928",2018-08-05,19.4428
"X2018.08.06.10.00.00","289.6528",2018-08-06,16.5028
"X2018.08.07.10.00.00","288.4653",2018-08-07,15.3153
"X2018.08.08.10.00.00","288.3677",2018-08-08,15.2177
"X2018.08.09.10.00.00","287.7893",2018-08-09,14.6393
"X2018.08.10.10.00.00","287.6112",2018-08-10,14.4612
"X2018.08.11.10.00.00","287.5570",2018-08-11,14.407
"X2018.08.12.10.00.00","290.3609",2018-08-12,17.2109
"X2018.08.13.10.00.00","293.9257",2018-08-13,20.7757
"X2018.08.14.10.00.00","294.7435",2018-08-14,21.5935
"X2018.08.15.10.00.00","296.2786",2018-08-15,23.1286
"X2018.08.16.10.00.00","295.7144",2018-08-16,22.5644
"X2018.08.17.10.00.00","291.6304",2018-08-17,18.4804
"X2018.08.18.10.00.00","290.0888",2018-08-18,16.9388
"X2018.08.19.10.00.00","292.5308",2018-08-19,19.3808
"X2018.08.20.10.00.00","296.4061",2018-08-20,23.2561
"X2018.08.21.10.00.00","295.9011",2018-08-21,22.7511
"X2018.08.22.10.00.00","294.2669",2018-08-22,21.1169
"X2018.08.23.10.00.00","295.0234",2018-08-23,21.8734
"X2018.08.24.10.00.00","294.3424",2018-08-24,21.1924
"X2018.08.25.10.00.00","296.3313",2018-08-25,23.1813
"X2018.08.26.10.00.00","292.6441",2018-08-26,19.4941
"X2018.08.27.10.00.00","289.9200",2018-08-27,16.77
"X2018.08.28.10.00.00","293.3850",2018-08-28,20.235
"X2018.08.29.10.00.00","295.7401",2018-08-29,22.5901
"X2018.08.30.10.00.00","297.3237",2018-08-30,24.1737
"X2018.08.31.10.00.00","298.4848",2018-08-31,25.3348
"X2018.09.01.10.00.00","300.3085",2018-09-01,27.1585
"X2018.09.02.10.00.00","299.5584",2018-09-02,26.4084
"X2018.09.03.10.00.00","294.7727",2018-09-03,21.6227
"X2018.09.04.10.00.00","296.8642",2018-09-04,23.7142
"X2018.09.05.10.00.00","300.4923",2018-09-05,27.3423
"X2018.09.06.10.00.00","299.5463",2018-09-06,26.3963
"X2018.09.07.10.00.00","292.7111",2018-09-07,19.5611
"X2018.09.08.10.00.00","289.2382",2018-09-08,16.0882
"X2018.09.09.10.00.00","290.1543",2018-09-09,17.0043
"X2018.09.10.10.00.00","293.3593",2018-09-10,20.2093
"X2018.09.11.10.00.00","296.2345",2018-09-11,23.0845
"X2018.09.12.10.00.00","298.2882",2018-09-12,25.1382
"X2018.09.13.10.00.00","298.2234",2018-09-13,25.0734
"X2018.09.14.10.00.00","298.5888",2018-09-14,25.4388
"X2018.09.15.10.00.00","300.8798",2018-09-15,27.7298
"X2018.09.16.10.00.00","302.5019",2018-09-16,29.3519
"X2018.09.17.10.00.00","302.1557",2018-09-17,29.0057
"X2018.09.18.10.00.00","302.1700",2018-09-18,29.02
"X2018.09.19.10.00.00","298.9593",2018-09-19,25.8093
"X2018.09.20.10.00.00","297.8323",2018-09-20,24.6823
"X2018.09.21.10.00.00","300.4546",2018-09-21,27.3046000000001
"X2018.09.22.10.00.00","300.6611",2018-09-22,27.5111
"X2018.09.23.10.00.00","302.6230",2018-09-23,29.473
"X2018.09.24.10.00.00","303.9252",2018-09-24,30.7752
"X2018.09.25.10.00.00","303.1616",2018-09-25,30.0116
"X2018.09.26.10.00.00","304.6148",2018-09-26,31.4648
"X2018.09.27.10.00.00","305.8259",2018-09-27,32.6759
"X2018.09.28.10.00.00","304.5493",2018-09-28,31.3993
"X2018.09.29.10.00.00","302.0439",2018-09-29,28.8939
"X2018.09.30.10.00.00","303.1103",2018-09-30,29.9603
"X2018.10.01.10.00.00","305.2367",2018-10-01,32.0867
"X2018.10.02.10.00.00","306.1827",2018-10-02,33.0327
"X2018.10.03.10.00.00","298.6815",2018-10-03,25.5315000000001
"X2018.10.04.10.00.00","299.1808",2018-10-04,26.0308
"X2018.10.05.10.00.00","303.0284",2018-10-05,29.8784
"X2018.10.06.10.00.00","306.7249",2018-10-06,33.5749
"X2018.10.07.10.00.00","307.7115",2018-10-07,34.5615
"X2018.10.08.10.00.00","308.0791",2018-10-08,34.9291
"X2018.10.09.10.00.00","308.5279",2018-10-09,35.3779
"X2018.10.10.10.00.00","310.5496",2018-10-10,37.3996
"X2018.10.11.10.00.00","311.1751",2018-10-11,38.0251
"X2018.10.12.10.00.00","308.6070",2018-10-12,35.4570000000001
"X2018.10.13.10.00.00","298.4542",2018-10-13,25.3042
"X2018.10.14.10.00.00","299.1417",2018-10-14,25.9917
"X2018.10.15.10.00.00","300.5828",2018-10-15,27.4328
"X2018.10.16.10.00.00","302.5055",2018-10-16,29.3555
"X2018.10.17.10.00.00","302.4307",2018-10-17,29.2807
"X2018.10.18.10.00.00","304.1525",2018-10-18,31.0025
"X2018.10.19.10.00.00","307.6054",2018-10-19,34.4554
"X2018.10.20.10.00.00","303.6317",2018-10-20,30.4817
"X2018.10.21.10.00.00","303.1651",2018-10-21,30.0151
"X2018.10.22.10.00.00","302.4136",2018-10-22,29.2636
"X2018.10.23.10.00.00","305.4939",2018-10-23,32.3439
"X2018.10.24.10.00.00","308.4331",2018-10-24,35.2831
"X2018.10.25.10.00.00","311.0041",2018-10-25,37.8541
"X2018.10.26.10.00.00","312.3070",2018-10-26,39.157
"X2018.10.27.10.00.00","310.9557",2018-10-27,37.8057
"X2018.10.28.10.00.00","312.1410",2018-10-28,38.991
"X2018.10.29.10.00.00","312.8335",2018-10-29,39.6835
"X2018.10.30.10.00.00","309.0550",2018-10-30,35.905
"X2018.10.31.10.00.00","305.9940",2018-10-31,32.8440000000001
"X2018.11.01.10.00.00","304.2707",2018-11-01,31.1207
"X2018.11.02.10.00.00","305.4989",2018-11-02,32.3489
"X2018.11.03.10.00.00","305.7717",2018-11-03,32.6217
"X2018.11.04.10.00.00","306.1827",2018-11-04,33.0327
"X2018.11.05.10.00.00","308.9624",2018-11-05,35.8124
"X2018.11.06.10.00.00","301.6001",2018-11-06,28.4501
"X2018.11.07.10.00.00","302.0823",2018-11-07,28.9323
"X2018.11.08.10.00.00","304.7559",2018-11-08,31.6059
"X2018.11.09.10.00.00","310.4755",2018-11-09,37.3255
"X2018.11.10.10.00.00","310.4577",2018-11-10,37.3077
"X2018.11.11.10.00.00","312.7074",2018-11-11,39.5574
"X2018.11.12.10.00.00","311.3325",2018-11-12,38.1825
"X2018.11.13.10.00.00","313.4618",2018-11-13,40.3118
"X2018.11.14.10.00.00","316.5777",2018-11-14,43.4277
"X2018.11.15.10.00.00","317.1355",2018-11-15,43.9855
"X2018.11.16.10.00.00","317.0137",2018-11-16,43.8637
"X2018.11.17.10.00.00","315.6723",2018-11-17,42.5223
"X2018.11.18.10.00.00","315.5811",2018-11-18,42.4311
"X2018.11.19.10.00.00","311.4835",2018-11-19,38.3335
"X2018.11.20.10.00.00","309.9291",2018-11-20,36.7791
"X2018.11.21.10.00.00","306.1721",2018-11-21,33.0221
"X2018.11.22.10.00.00","307.3902",2018-11-22,34.2402
"X2018.11.23.10.00.00","310.6864",2018-11-23,37.5364
"X2018.11.24.10.00.00","310.2547",2018-11-24,37.1047
"X2018.11.25.10.00.00","310.5311",2018-11-25,37.3811
"X2018.11.26.10.00.00","304.0492",2018-11-26,30.8992
"X2018.11.27.10.00.00","308.7031",2018-11-27,35.5531
"X2018.11.28.10.00.00","305.0864",2018-11-28,31.9364
"X2018.11.29.10.00.00","307.0127",2018-11-29,33.8627
"X2018.11.30.10.00.00","308.4965",2018-11-30,35.3465
"X2018.12.01.10.00.00","309.6036",2018-12-01,36.4536
"X2018.12.02.10.00.00","312.2322",2018-12-02,39.0822
"X2018.12.03.10.00.00","312.0762",2018-12-03,38.9262
"X2018.12.04.10.00.00","311.7706",2018-12-04,38.6206
"X2018.12.05.10.00.00","313.3214",2018-12-05,40.1714
"X2018.12.06.10.00.00","311.8846",2018-12-06,38.7346
"X2018.12.07.10.00.00","309.0123",2018-12-07,35.8623
"X2018.12.08.10.00.00","310.2675",2018-12-08,37.1175
"X2018.12.09.10.00.00","310.2319",2018-12-09,37.0819
"X2018.12.10.10.00.00","309.2346",2018-12-10,36.0846
"X2018.12.11.10.00.00","310.0816",2018-12-11,36.9316
"X2018.12.12.10.00.00","313.5337",2018-12-12,40.3837
"X2018.12.13.10.00.00","315.2221",2018-12-13,42.0721
"X2018.12.14.10.00.00","316.0128",2018-12-14,42.8628
"X2018.12.15.10.00.00","314.0210",2018-12-15,40.871
"X2018.12.16.10.00.00","313.0899",2018-12-16,39.9399
"X2018.12.17.10.00.00","312.7800",2018-12-17,39.63
"X2018.12.18.10.00.00","309.6484",2018-12-18,36.4984
"X2018.12.19.10.00.00","312.5891",2018-12-19,39.4391
"X2018.12.20.10.00.00","314.3145",2018-12-20,41.1645
"X2018.12.21.10.00.00","313.7132",2018-12-21,40.5632
"X2018.12.22.10.00.00","313.7866",2018-12-22,40.6366
"X2018.12.23.10.00.00","316.4936",2018-12-23,43.3436
"X2018.12.24.10.00.00","317.0386",2018-12-24,43.8886
"X2018.12.25.10.00.00","316.2472",2018-12-25,43.0972
"X2018.12.26.10.00.00","316.8548",2018-12-26,43.7048
"X2018.12.27.10.00.00","315.4507",2018-12-27,42.3007
"X2018.12.28.10.00.00","314.0310",2018-12-28,40.881
"X2018.12.29.10.00.00","309.6256",2018-12-29,36.4756
"X2018.12.30.10.00.00","307.4821",2018-12-30,34.3321
"X2018.12.31.10.00.00","308.1931",2018-12-31,35.0431
"X2019.01.01.10.00.00","307.9580",2019-01-01,34.808
"X2019.01.02.10.00.00","309.2110",2019-01-02,36.061
"X2019.01.03.10.00.00","306.3110",2019-01-03,33.161
"X2019.01.04.10.00.00","305.1534",2019-01-04,32.0034
"X2019.01.05.10.00.00","307.4707",2019-01-05,34.3207
"X2019.01.06.10.00.00","309.0693",2019-01-06,35.9193
"X2019.01.07.10.00.00","308.9005",2019-01-07,35.7505
"X2019.01.08.10.00.00","309.5466",2019-01-08,36.3966
"X2019.01.09.10.00.00","310.8816",2019-01-09,37.7316
"X2019.01.10.10.00.00","311.6887",2019-01-10,38.5387
"X2019.01.11.10.00.00","312.5535",2019-01-11,39.4035
"X2019.01.12.10.00.00","314.2782",2019-01-12,41.1282
"X2019.01.13.10.00.00","315.0026",2019-01-13,41.8526
"X2019.01.14.10.00.00","316.8655",2019-01-14,43.7155
"X2019.01.15.10.00.00","316.6105",2019-01-15,43.4605
"X2019.01.16.10.00.00","316.1296",2019-01-16,42.9796
"X2019.01.17.10.00.00","315.5633",2019-01-17,42.4133
"X2019.01.18.10.00.00","314.7533",2019-01-18,41.6033
"X2019.01.19.10.00.00","310.3758",2019-01-19,37.2258
"X2019.01.20.10.00.00","311.7863",2019-01-20,38.6363
"X2019.01.21.10.00.00","311.2420",2019-01-21,38.092
"X2019.01.22.10.00.00","314.0709",2019-01-22,40.9209
"X2019.01.23.10.00.00","317.3485",2019-01-23,44.1985
"X2019.01.24.10.00.00","316.8292",2019-01-24,43.6792
"X2019.01.25.10.00.00","315.3474",2019-01-25,42.1974
"X2019.01.26.10.00.00","314.8267",2019-01-26,41.6767
"X2019.01.27.10.00.00","310.1058",2019-01-27,36.9558
"X2019.01.28.10.00.00","311.3959",2019-01-28,38.2459
"X2019.01.29.10.00.00","310.1172",2019-01-29,36.9672
"X2019.01.30.10.00.00","308.9582",2019-01-30,35.8082
"X2019.01.31.10.00.00","309.6655",2019-01-31,36.5155
"X2019.02.01.10.00.00","306.4599",2019-02-01,33.3099
"X2019.02.02.10.00.00","302.5660",2019-02-02,29.416
"X2019.02.03.10.00.00","303.0775",2019-02-03,29.9275
"X2019.02.04.10.00.00","303.6246",2019-02-04,30.4746
"X2019.02.05.10.00.00","305.1569",2019-02-05,32.0069
"X2019.02.06.10.00.00","307.1266",2019-02-06,33.9766
"X2019.02.07.10.00.00","308.7366",2019-02-07,35.5866
"X2019.02.08.10.00.00","310.0160",2019-02-08,36.866
"X2019.02.09.10.00.00","305.2346",2019-02-09,32.0846
"X2019.02.10.10.00.00","305.5395",2019-02-10,32.3895
"X2019.02.11.10.00.00","306.3288",2019-02-11,33.1788
"X2019.02.12.10.00.00","304.6362",2019-02-12,31.4862
"X2019.02.13.10.00.00","303.4985",2019-02-13,30.3485
"X2019.02.14.10.00.00","303.1359",2019-02-14,29.9859
"X2019.02.15.10.00.00","296.4987",2019-02-15,23.3487
"X2019.02.16.10.00.00","301.7696",2019-02-16,28.6196
"X2019.02.17.10.00.00","303.6032",2019-02-17,30.4532
"X2019.02.18.10.00.00","304.9639",2019-02-18,31.8139
"X2019.02.19.10.00.00","304.8677",2019-02-19,31.7177
"X2019.02.20.10.00.00","306.8652",2019-02-20,33.7152
"X2019.02.21.10.00.00","309.5266",2019-02-21,36.3766
"X2019.02.22.10.00.00","308.7409",2019-02-22,35.5909
"X2019.02.23.10.00.00","309.8593",2019-02-23,36.7093
"X2019.02.24.10.00.00","311.8575",2019-02-24,38.7075
"X2019.02.25.10.00.00","311.7015",2019-02-25,38.5515
"X2019.02.26.10.00.00","310.5432",2019-02-26,37.3932
"X2019.02.27.10.00.00","309.2096",2019-02-27,36.0596
"X2019.02.28.10.00.00","309.7418",2019-02-28,36.5918
"X2019.03.01.10.00.00","312.5115",2019-03-01,39.3615
"X2019.03.02.10.00.00","312.6625",2019-03-02,39.5125
"X2019.03.03.10.00.00","312.0470",2019-03-03,38.897
"X2019.03.04.10.00.00","312.1802",2019-03-04,39.0302
"X2019.03.05.10.00.00","311.7535",2019-03-05,38.6035
"X2019.03.06.10.00.00","309.2182",2019-03-06,36.0682
"X2019.03.07.10.00.00","310.2882",2019-03-07,37.1382
"X2019.03.08.10.00.00","310.4299",2019-03-08,37.2799
"X2019.03.09.10.00.00","307.7671",2019-03-09,34.6171000000001
"X2019.03.10.10.00.00","304.4346",2019-03-10,31.2846
"X2019.03.11.10.00.00","299.5634",2019-03-11,26.4134
"X2019.03.12.10.00.00","299.9473",2019-03-12,26.7973
"X2019.03.13.10.00.00","301.9334",2019-03-13,28.7834
"X2019.03.14.10.00.00","302.2504",2019-03-14,29.1004
"X2019.03.15.10.00.00","302.4385",2019-03-15,29.2885
"X2019.03.16.10.00.00","303.7464",2019-03-16,30.5964
"X2019.03.17.10.00.00","304.3277",2019-03-17,31.1777
"X2019.03.18.10.00.00","304.9254",2019-03-18,31.7754
"X2019.03.19.10.00.00","304.9625",2019-03-19,31.8125
"X2019.03.20.10.00.00","306.0460",2019-03-20,32.896
"X2019.03.21.10.00.00","306.3423",2019-03-21,33.1923
"X2019.03.22.10.00.00","304.6732",2019-03-22,31.5232
"X2019.03.23.10.00.00","304.5621",2019-03-23,31.4121
"X2019.03.24.10.00.00","303.7315",2019-03-24,30.5815
"X2019.03.25.10.00.00","305.2011",2019-03-25,32.0511
"X2019.03.26.10.00.00","304.4731",2019-03-26,31.3231
"X2019.03.27.10.00.00","304.9347",2019-03-27,31.7847
"X2019.03.28.10.00.00","305.9883",2019-03-28,32.8383
"X2019.03.29.10.00.00","307.0461",2019-03-29,33.8961
"X2019.03.30.10.00.00","306.9407",2019-03-30,33.7907
"X2019.03.31.10.00.00","306.9065",2019-03-31,33.7565
"X2019.04.01.10.00.00","306.2597",2019-04-01,33.1097
"X2019.04.02.10.00.00","305.9890",2019-04-02,32.839
"X2019.04.03.10.00.00","303.7144",2019-04-03,30.5644
"X2019.04.04.10.00.00","301.2353",2019-04-04,28.0853
"X2019.04.05.10.00.00","298.2533",2019-04-05,25.1033
"X2019.04.06.10.00.00","296.1682",2019-04-06,23.0182
"X2019.04.07.10.00.00","298.0795",2019-04-07,24.9295
"X2019.04.08.10.00.00","295.3939",2019-04-08,22.2439
"X2019.04.09.10.00.00","298.1864",2019-04-09,25.0364
"X2019.04.10.10.00.00","298.1700",2019-04-10,25.02
"X2019.04.11.10.00.00","297.6058",2019-04-11,24.4558
"X2019.04.12.10.00.00","299.6795",2019-04-12,26.5295
"X2019.04.13.10.00.00","299.5790",2019-04-13,26.429
"X2019.04.14.10.00.00","299.1887",2019-04-14,26.0387
"X2019.04.15.10.00.00","297.3721",2019-04-15,24.2221
"X2019.04.16.10.00.00","296.7951",2019-04-16,23.6451
"X2019.04.17.10.00.00","295.7365",2019-04-17,22.5865
"X2019.04.18.10.00.00","298.1479",2019-04-18,24.9979
"X2019.04.19.10.00.00","299.6930",2019-04-19,26.543
"X2019.04.20.10.00.00","295.7928",2019-04-20,22.6428
"X2019.04.21.10.00.00","292.5294",2019-04-21,19.3794
"X2019.04.22.10.00.00","290.9600",2019-04-22,17.81
"X2019.04.23.10.00.00","291.9688",2019-04-23,18.8188
"X2019.04.24.10.00.00","293.8501",2019-04-24,20.7001
"X2019.04.25.10.00.00","294.9180",2019-04-25,21.768
"X2019.04.26.10.00.00","294.8560",2019-04-26,21.706
"X2019.04.27.10.00.00","294.2875",2019-04-27,21.1375
"X2019.04.28.10.00.00","294.6266",2019-04-28,21.4766
"X2019.04.29.10.00.00","295.3846",2019-04-29,22.2346
"X2019.04.30.10.00.00","294.8817",2019-04-30,21.7317
"X2019.05.01.10.00.00","295.1509",2019-05-01,22.0009
"X2019.05.02.10.00.00","295.0491",2019-05-02,21.8991
"X2019.05.03.10.00.00","295.7308",2019-05-03,22.5808
"X2019.05.04.10.00.00","296.6946",2019-05-04,23.5446
"X2019.05.05.10.00.00","296.0371",2019-05-05,22.8871
"X2019.05.06.10.00.00","296.7816",2019-05-06,23.6316
"X2019.05.07.10.00.00","296.1782",2019-05-07,23.0282
"X2019.05.08.10.00.00","293.1940",2019-05-08,20.044
"X2019.05.09.10.00.00","291.9310",2019-05-09,18.781
"X2019.05.10.10.00.00","291.7650",2019-05-10,18.615
"X2019.05.11.10.00.00","293.2468",2019-05-11,20.0968
"X2019.05.12.10.00.00","293.7932",2019-05-12,20.6432
"X2019.05.13.10.00.00","294.3809",2019-05-13,21.2309
"X2019.05.14.10.00.00","294.3830",2019-05-14,21.233
"X2019.05.15.10.00.00","294.9949",2019-05-15,21.8449
"X2019.05.16.10.00.00","295.4067",2019-05-16,22.2567
"X2019.05.17.10.00.00","295.5392",2019-05-17,22.3892
"X2019.05.18.10.00.00","295.3796",2019-05-18,22.2296
"X2019.05.19.10.00.00","295.4088",2019-05-19,22.2588
"X2019.05.20.10.00.00","295.3874",2019-05-20,22.2374
"X2019.05.21.10.00.00","293.9200",2019-05-21,20.77
"X2019.05.22.10.00.00","294.2697",2019-05-22,21.1197
"X2019.05.23.10.00.00","295.0932",2019-05-23,21.9432
"X2019.05.24.10.00.00","296.1255",2019-05-24,22.9755
"X2019.05.25.10.00.00","295.6012",2019-05-25,22.4512
"X2019.05.26.10.00.00","295.1780",2019-05-26,22.028
"X2019.05.27.10.00.00","293.4989",2019-05-27,20.3489
"X2019.05.28.10.00.00","293.9335",2019-05-28,20.7835
"X2019.05.29.10.00.00","292.1027",2019-05-29,18.9527
"X2019.05.30.10.00.00","293.5111",2019-05-30,20.3611
"X2019.05.31.10.00.00","293.3273",2019-05-31,20.1773
"X2019.06.01.10.00.00","293.4184",2019-06-01,20.2684
"X2019.06.02.10.00.00","293.6407",2019-06-02,20.4907
"X2019.06.03.10.00.00","293.1128",2019-06-03,19.9628
"X2019.06.04.10.00.00","294.0781",2019-06-04,20.9281
"X2019.06.05.10.00.00","293.0331",2019-06-05,19.8831
"X2019.06.06.10.00.00","291.0277",2019-06-06,17.8777
"X2019.06.07.10.00.00","290.4742",2019-06-07,17.3242
"X2019.06.08.10.00.00","291.9196",2019-06-08,18.7696
"X2019.06.09.10.00.00","290.9743",2019-06-09,17.8243000000001
"X2019.06.10.10.00.00","292.7082",2019-06-10,19.5582
"X2019.06.11.10.00.00","293.1919",2019-06-11,20.0419
"X2019.06.12.10.00.00","292.8058",2019-06-12,19.6558
"X2019.06.13.10.00.00","289.2525",2019-06-13,16.1025
"X2019.06.14.10.00.00","289.1784",2019-06-14,16.0284
"X2019.06.15.10.00.00","289.9763",2019-06-15,16.8263
"X2019.06.16.10.00.00","290.3175",2019-06-16,17.1675
"X2019.06.17.10.00.00","291.2607",2019-06-17,18.1107
"X2019.06.18.10.00.00","292.1511",2019-06-18,19.0011
"X2019.06.19.10.00.00","290.5732",2019-06-19,17.4232
"X2019.06.20.10.00.00","290.8995",2019-06-20,17.7495
"X2019.06.21.10.00.00","290.1266",2019-06-21,16.9766
"X2019.06.22.10.00.00","290.9665",2019-06-22,17.8165
"X2019.06.23.10.00.00","289.3116",2019-06-23,16.1616
"X2019.06.24.10.00.00","289.3828",2019-06-24,16.2328
"X2019.06.25.10.00.00","289.4277",2019-06-25,16.2777
"X2019.06.26.10.00.00","289.4142",2019-06-26,16.2642
"X2019.06.27.10.00.00","291.3483",2019-06-27,18.1983
"X2019.06.28.10.00.00","292.9176",2019-06-28,19.7676
"X2019.06.29.10.00.00","293.0060",2019-06-29,19.856
"X2019.06.30.10.00.00","294.0176",2019-06-30,20.8676
"X2019.07.01.10.00.00","287.2065",2019-07-01,14.0565
"X2019.07.02.10.00.00","288.4233",2019-07-02,15.2733
"X2019.07.03.10.00.00","288.8671",2019-07-03,15.7171
"X2019.07.04.10.00.00","289.5381",2019-07-04,16.3881
"X2019.07.05.10.00.00","290.0838",2019-07-05,16.9338
"X2019.07.06.10.00.00","289.7234",2019-07-06,16.5734
"X2019.07.07.10.00.00","289.3928",2019-07-07,16.2428
"X2019.07.08.10.00.00","289.9827",2019-07-08,16.8327
"X2019.07.09.10.00.00","291.6938",2019-07-09,18.5438
"X2019.07.10.10.00.00","291.9367",2019-07-10,18.7867
"X2019.07.11.10.00.00","292.3620",2019-07-11,19.212
"X2019.07.12.10.00.00","293.1150",2019-07-12,19.965
"X2019.07.13.10.00.00","292.9169",2019-07-13,19.7669
"X2019.07.14.10.00.00","292.9604",2019-07-14,19.8104
"X2019.07.15.10.00.00","293.3087",2019-07-15,20.1587
"X2019.07.16.10.00.00","292.6911",2019-07-16,19.5411
"X2019.07.17.10.00.00","292.7973",2019-07-17,19.6473
"X2019.07.18.10.00.00","293.5559",2019-07-18,20.4059
"X2019.07.19.10.00.00","292.3983",2019-07-19,19.2483
"X2019.07.20.10.00.00","288.7574",2019-07-20,15.6074
"X2019.07.21.10.00.00","287.6974",2019-07-21,14.5474
"X2019.07.22.10.00.00","289.7219",2019-07-22,16.5719
"X2019.07.23.10.00.00","291.5798",2019-07-23,18.4298
"X2019.07.24.10.00.00","289.4890",2019-07-24,16.339
"X2019.07.25.10.00.00","290.9216",2019-07-25,17.7716
