date,time,obs
27/07/2008,1304,0
28/07/2008,1305,0
29/07/2008,1306,0
30/07/2008,1307,0
31/07/2008,1308,1
01/08/2008,1309,0
02/08/2008,1310,0
03/08/2008,1311,0
04/08/2008,1312,0
05/08/2008,1313,0
06/08/2008,1314,0
07/08/2008,1315,0
08/08/2008,1316,0
09/08/2008,1317,0
10/08/2008,1318,0
11/08/2008,1319,1
12/08/2008,1320,0
13/08/2008,1321,0
14/08/2008,1322,0
15/08/2008,1323,1
16/08/2008,1324,0
17/08/2008,1325,0
18/08/2008,1326,0
19/08/2008,1327,0
20/08/2008,1328,2
